14:30:45.297756,1,2,2375,2375
14:30:45.308225,2,5,2375,2375
14:30:45.319544,3,8,2375,2375
14:30:45.330857,4,11,2375,2375
14:30:45.342179,5,14,2375,2375
14:30:45.353482,6,17,2375,2375
14:30:45.364775,7,20,2250,2357
14:30:45.376065,8,23,2375,2359
14:30:45.387453,9,26,2250,2347
14:30:45.397650,10,29,2375,2350
14:30:45.408952,11,31,2375,2352
14:30:45.420240,12,34,2375,2354
14:30:45.431555,13,37,2375,2355
14:30:45.442881,14,40,2375,2357
14:30:45.454180,15,43,2250,2350
14:30:45.465476,16,46,2625,2367
14:30:45.476763,17,49,2500,2375
14:30:45.488098,18,52,2375,2375
14:30:45.499227,19,55,2375,2375
14:30:45.509532,20,58,2375,2375
14:30:45.520836,21,61,2375,2375
14:30:45.532171,22,64,2375,2375
14:30:45.543508,23,67,2250,2369
14:30:45.554806,24,70,2375,2369
14:30:45.566094,25,73,2375,2370
14:30:45.577386,26,75,2250,2365
14:30:45.587630,27,78,2375,2365
14:30:45.598926,28,81,2375,2366
14:30:45.610205,29,84,2375,2366
14:30:45.621563,30,87,2375,2366
14:30:45.632895,31,90,2375,2367
14:30:45.644215,32,93,2375,2367
14:30:45.655499,33,96,2375,2367
14:30:45.666787,34,99,2375,2367
14:30:45.678074,35,102,2375,2367
14:30:45.689414,36,105,2375,2368
14:30:45.700509,37,108,2250,2364
14:30:45.710815,38,110,2375,2365
14:30:45.722146,39,113,2375,2365
14:30:45.733491,40,116,2250,2362
14:30:45.743726,41,119,2375,2362
14:30:45.755019,42,122,2375,2363
14:30:45.766304,43,125,2250,2360
14:30:45.776499,44,128,2375,2360
14:30:45.787832,45,131,2375,2361
14:30:45.799126,46,134,2375,2361
14:30:45.810408,47,136,2250,2359
14:30:45.820603,48,139,2250,2356
14:30:45.831913,49,142,2375,2357
14:30:45.843234,50,145,2375,2357
14:30:45.854525,51,148,2375,2357
14:30:45.865826,52,151,2375,2358
14:30:45.877113,53,154,2250,2356
14:30:45.888443,54,157,2375,2356
14:30:45.899553,55,160,2375,2356
14:30:45.909860,56,162,2375,2357
14:30:45.921154,57,165,2375,2357
14:30:45.932533,58,168,2375,2357
14:30:45.943881,59,171,2250,2356
14:30:45.955203,60,174,2375,2356
14:30:45.966503,61,177,2375,2356
14:30:45.977790,62,180,2375,2356
14:30:45.989113,63,183,2375,2357
14:30:46.000403,64,186,2375,2357
14:30:46.010592,65,189,2250,2355
14:30:46.021884,66,191,2375,2356
14:30:46.033220,67,194,2375,2356
14:30:46.044551,68,197,2375,2356
14:30:46.055842,69,200,2375,2356
14:30:46.067129,70,203,2375,2357
14:30:46.078410,71,206,2250,2355
14:30:46.088641,72,209,2375,2355
14:30:46.099737,73,212,2375,2356
14:30:46.111134,74,215,2375,2356
14:30:46.122481,75,218,2375,2356
14:30:46.132714,76,221,2500,2358
14:30:46.144035,77,226,3875,2378
14:30:46.155327,78,230,3625,2394
14:30:46.165529,79,235,3625,2409
14:30:46.176842,80,239,3500,2423
14:30:46.188144,81,243,3500,2436
14:30:46.199476,82,248,3500,2449
14:30:46.210769,83,252,3625,2463
14:30:46.222047,84,256,3625,2477
14:30:46.233406,85,261,3500,2489
14:30:46.243910,86,265,3500,2501
14:30:46.255519,87,269,3500,2513
14:30:46.265995,88,274,3500,2524
14:30:46.277549,89,278,3625,2536
14:30:46.287875,90,283,3500,2547
14:30:46.299069,91,287,3500,2557
14:30:46.310470,92,291,3500,2568
14:30:46.320672,93,296,3625,2579
14:30:46.331983,94,300,3500,2589
14:30:46.343306,95,304,3500,2598
14:30:46.353511,96,309,3500,2608
14:30:46.364793,97,313,3500,2617
14:30:46.376104,98,317,3625,2627
14:30:46.387423,99,322,3625,2637
14:30:46.397621,100,326,3500,2646
14:30:46.408916,101,331,3500,2654
14:30:46.420200,102,335,3500,2663
14:30:46.431549,103,339,3625,2672
14:30:46.442848,104,344,3625,2681
14:30:46.454125,105,348,3625,2690
14:30:46.465404,106,353,3625,2699
14:30:46.475616,107,357,3500,2706
14:30:46.486933,108,361,3500,2714
14:30:46.498106,109,366,3625,2722
14:30:46.509513,110,370,3625,2730
14:30:46.520814,111,375,3625,2738
14:30:46.532106,112,379,3625,2746
14:30:46.543412,113,384,3625,2754
14:30:46.553611,114,388,3625,2762
14:30:46.564893,115,393,3500,2768
14:30:46.576194,116,397,3500,2774
14:30:46.587509,117,401,3500,2781
14:30:46.598844,118,406,3500,2787
14:30:46.610143,119,410,3625,2794
14:30:46.621433,120,414,3500,2800
14:30:46.631689,121,419,3500,2805
14:30:46.642977,122,423,3500,2811
14:30:46.654346,123,427,3500,2817
14:30:46.664546,124,432,3500,2822
14:30:46.675848,125,436,3625,2829
14:30:46.687151,126,441,3625,2835
14:30:46.698306,127,445,3625,2841
