14:31:46.988199,1,14,12125,12125
14:31:46.998646,2,29,12125,12125
14:31:47.009966,3,44,12125,12125
14:31:47.021347,4,59,12125,12125
14:31:47.031606,5,75,12250,12150
14:31:47.042889,6,89,12125,12146
14:31:47.054164,7,104,12125,12143
14:31:47.065447,8,119,12125,12140
14:31:47.075646,9,134,12125,12139
14:31:47.086915,10,149,12125,12137
14:31:47.098202,11,164,12125,12136
14:31:47.109473,12,179,12250,12146
14:31:47.120762,13,194,12125,12144
14:31:47.132059,14,209,12125,12143
14:31:47.143341,15,224,12125,12142
14:31:47.153509,16,239,12125,12140
14:31:47.164774,17,254,12125,12140
14:31:47.176126,18,269,12125,12139
14:31:47.187746,19,284,12125,12138
14:31:47.199145,20,299,12125,12137
14:31:47.210428,21,314,12250,12143
14:31:47.220640,22,329,12125,12142
14:31:47.231933,23,344,12250,12147
14:31:47.243202,24,359,12125,12146
14:31:47.254475,25,374,12125,12145
14:31:47.265739,26,389,12125,12144
14:31:47.277065,27,404,12125,12143
14:31:47.288337,28,419,12250,12147
14:31:47.298503,29,434,12000,12142
14:31:47.309803,30,449,12125,12142
14:31:47.321130,31,464,12125,12141
14:31:47.332476,32,479,12250,12144
14:31:47.342662,33,494,12125,12144
14:31:47.353929,34,509,12125,12143
14:31:47.365192,35,525,12375,12150
14:31:47.376509,36,539,12125,12149
14:31:47.388108,37,555,12250,12152
14:31:47.399504,38,570,12125,12151
14:31:47.410809,39,585,12125,12151
14:31:47.422142,40,600,12250,12153
14:31:47.433440,41,615,12125,12152
14:31:47.443619,42,630,12250,12155
14:31:47.454889,43,645,12125,12154
14:31:47.466147,44,660,12125,12153
14:31:47.477465,45,675,12125,12153
14:31:47.488730,46,690,12125,12152
14:31:47.499994,47,705,12125,12151
14:31:47.511321,48,720,12125,12151
14:31:47.521600,49,735,12125,12150
14:31:47.532878,50,750,12125,12150
14:31:47.544149,51,765,12250,12152
14:31:47.555414,52,780,12125,12151
14:31:47.565581,53,795,12125,12151
14:31:47.576880,54,810,12125,12150
14:31:47.588479,55,825,12250,12152
14:31:47.598788,56,840,12125,12152
14:31:47.610068,57,855,12250,12153
14:31:47.621406,58,870,12250,12155
14:31:47.631715,59,885,12125,12155
14:31:47.642989,60,900,12125,12154
14:31:47.654267,61,915,12125,12154
14:31:47.665529,62,930,12125,12153
14:31:47.676844,63,945,12125,12153
14:31:47.688114,64,960,12250,12154
14:31:47.699373,65,975,12125,12154
14:31:47.709542,66,990,12125,12153
14:31:47.720853,67,1005,12125,12153
14:31:47.732160,68,1020,12250,12154
14:31:47.743439,69,1035,12125,12154
14:31:47.754709,70,1050,12125,12153
14:31:47.765971,71,1065,12125,12153
14:31:47.777276,72,1080,12125,12153
14:31:47.788878,73,1095,12125,12152
14:31:47.800285,74,1110,12250,12154
14:31:47.810475,75,1125,12125,12153
14:31:47.821773,76,1140,12250,12154
14:31:47.833075,77,1155,12125,12154
14:31:47.844342,78,1170,12125,12154
14:31:47.854519,79,1185,12250,12155
14:31:47.865803,80,1200,12250,12156
14:31:47.877086,81,1215,12250,12157
14:31:47.888362,82,1230,12250,12158
14:31:47.898529,83,1245,12125,12158
14:31:47.909784,84,1260,12125,12158
14:31:47.921056,85,1271,8875,12119
14:31:47.932393,86,1277,5000,12036
14:31:47.942590,87,1282,4000,11944
14:31:47.953885,88,1287,3750,11851
14:31:47.965153,89,1292,3625,11758
14:31:47.976457,90,1296,3625,11668
14:31:47.987560,91,1300,3625,11580
14:31:47.997865,92,1305,3625,11493
14:31:48.009155,93,1309,3500,11407
14:31:48.020594,94,1314,3500,11323
14:31:48.032271,95,1318,3625,11242
14:31:48.042762,96,1322,3500,11161
14:31:48.054328,97,1327,3500,11082
14:31:48.064845,98,1331,3625,11006
14:31:48.076269,99,1336,3625,10932
14:31:48.086469,100,1340,3625,10859
14:31:48.097746,101,1344,3500,10786
14:31:48.109020,102,1349,3500,10714
14:31:48.120277,103,1353,3500,10644
14:31:48.131559,104,1358,3625,10577
14:31:48.142832,105,1362,3500,10509
14:31:48.154091,106,1366,3625,10444
14:31:48.165378,107,1371,3625,10381
14:31:48.175577,108,1375,3500,10317
14:31:48.186747,109,1380,3625,10256
14:31:48.198143,110,1384,3625,10195
14:31:48.209433,111,1389,3625,10136
14:31:48.219609,112,1393,3625,10078
14:31:48.230880,113,1398,3625,10021
14:31:48.242162,114,1402,3625,9965
14:31:48.253496,115,1406,3625,9910
14:31:48.264781,116,1411,3500,9854
14:31:48.276080,117,1415,3500,9800
14:31:48.287412,118,1419,3500,9747
14:31:48.297594,119,1424,3625,9695
14:31:48.308865,120,1428,3500,9644
14:31:48.320138,121,1433,3500,9593
14:31:48.331412,122,1437,3500,9543
14:31:48.341673,123,1441,3625,9495
14:31:48.352973,124,1446,3625,9447
14:31:48.364253,125,1450,3625,9401
14:31:48.375557,126,1455,3625,9355
14:31:48.386752,127,1459,3625,9310
14:31:48.398147,128,1464,3625,9265
14:31:48.409439,129,1468,3500,9221
14:31:48.420725,130,1472,3500,9177
14:31:48.432024,131,1477,3625,9134
14:31:48.443309,132,1481,3625,9093
14:31:48.453488,133,1486,3500,9051
14:31:48.464762,134,1490,3625,9010
14:31:48.476065,135,1494,3500,8969
14:31:48.487390,136,1499,3625,8930
14:31:48.497574,137,1503,3625,8891
14:31:48.508843,138,1508,3625,8853
14:31:48.520110,139,1512,3625,8815
14:31:48.531482,140,1517,3625,8778
14:31:48.541665,141,1521,3625,8742
14:31:48.552925,142,1526,3625,8706
14:31:48.564186,143,1530,3625,8670
14:31:48.575484,144,1535,3625,8635
14:31:48.587076,145,1539,3625,8601
14:31:48.598474,146,1544,3625,8567
14:31:48.609760,147,1548,3625,8533
14:31:48.621025,148,1553,3625,8500
14:31:48.632301,149,1557,3625,8467
14:31:48.642536,150,1562,3625,8435
14:31:48.653832,151,1566,3625,8403
14:31:48.665130,152,1571,3625,8371
14:31:48.676555,153,1575,3625,8340
14:31:48.687993,154,1579,3625,8310
14:31:48.699303,155,1584,3750,8280
14:31:48.709485,156,1589,3625,8251
14:31:48.720763,157,1593,3750,8222
14:31:48.732033,158,1598,3750,8194
14:31:48.743295,159,1602,3750,8166
14:31:48.753468,160,1607,3750,8138
14:31:48.764732,161,1612,3750,8111
14:31:48.776032,162,1616,3750,8084
14:31:48.787652,163,1621,3750,8057
14:31:48.799054,164,1626,3750,8031
14:31:48.810338,165,1630,3750,8005
14:31:48.820512,166,1635,3750,7979
14:31:48.831797,167,1640,3750,7954
14:31:48.843072,168,1644,3750,7929
14:31:48.854335,169,1649,3750,7904
14:31:48.864505,170,1653,3750,7880
14:31:48.875806,171,1658,3750,7856
14:31:48.887099,172,1663,3750,7832
14:31:48.898386,173,1667,3875,7809
14:31:48.908569,174,1672,3875,7786
14:31:48.919841,175,1677,3875,7764
14:31:48.931120,176,1682,4250,7744
14:31:48.942461,177,1688,5000,7729
14:31:48.952645,178,1695,5375,7715
14:31:48.963941,179,1702,5500,7703
14:31:48.975400,180,1709,5375,7690
14:31:48.986986,181,1715,5625,7679
14:31:48.998395,182,1722,5500,7667
14:31:49.008592,183,1729,5625,7655
14:31:49.019855,184,1736,5625,7644
14:31:49.031137,185,1743,5625,7634
14:31:49.042471,186,1750,5625,7623
14:31:49.052661,187,1757,5625,7612
14:31:49.063928,188,1764,5625,7601
14:31:49.075206,189,1771,5625,7591
14:31:49.086552,190,1778,5625,7581
14:31:49.097849,191,1785,5625,7570
14:31:49.109122,192,1792,5625,7560
14:31:49.120389,193,1799,5625,7550
14:31:49.130608,194,1806,5750,7541
14:31:49.141883,195,1813,5625,7531
14:31:49.153168,196,1820,5750,7522
14:31:49.164428,197,1827,5750,7513
14:31:49.174599,198,1834,5750,7504
14:31:49.186167,199,1841,5750,7495
14:31:49.197578,200,1848,5750,7487
14:31:49.208865,201,1855,5750,7478
14:31:49.220131,202,1862,5750,7469
14:31:49.231513,203,1869,5750,7461
14:31:49.242803,204,1877,5750,7453
14:31:49.254072,205,1884,5750,7444
14:31:49.265339,206,1891,5750,7436
14:31:49.275540,207,1898,5750,7428
14:31:49.286846,208,1905,5750,7420
14:31:49.298135,209,1912,5875,7412
14:31:49.309407,210,1919,5875,7405
14:31:49.319583,211,1927,5875,7398
14:31:49.330850,212,1934,5875,7391
14:31:49.342117,213,1941,5875,7384
14:31:49.353376,214,1948,5875,7376
14:31:49.363537,215,1956,5875,7369
14:31:49.374794,216,1963,5875,7363
14:31:49.386397,217,1970,6000,7356
14:31:49.396720,218,1978,6000,7350
14:31:49.408019,219,1985,6000,7344
14:31:49.419283,220,1995,8250,7348
14:31:49.429462,221,2036,33251,7465
14:31:49.440750,222,2065,23125,7536
14:31:49.452024,223,2093,22875,7605
